nonce,t,rt_price_mean,da_price_mean,soc_frac_mean,desired_action_sum,final_action_sum,n_curtailed,min_line_headroom_frac,costate_mean,cum_profit
1,80,93.66489281810375,77.30930477810288,0.021724382043238063,135.37474962193275,130.2113817830236,2,-1.8834421600651623e-16,75.76052497680328,149841.66292138633
1,81,89.12263953650796,76.39519737123445,0.0014827483122714874,10.694927680795773,10.694927680795773,0,0.16475235519723486,74.32214443605393,152927.14451798188
1,82,100.64573702643743,74.91763595541939,0.0,0.0,0.0,0,0.15000000000000008,72.93687877351148,153205.80651851383
1,83,80.64600621984032,73.59111194853618,0.0,-56.85243655915279,-32.848051078860856,1,0.1484822635647794,71.4339706214219,153205.80651851383
1,84,70.13362544175094,72.18777837123558,0.0037109375,-296.0210150371955,-184.15488751341766,7,0.0,69.57175760443458,152679.6868270501
1,85,72.31487819288785,70.9847108179122,0.027726130880852767,37.13315711472043,51.3395551082065,6,0.0,68.16854011004314,149885.07919552227
1,86,53.75233744426064,69.34166384462341,0.021394072612031058,-451.61803329790405,-167.33971416818574,11,-1.8834421600651623e-16,66.0861974663095,151018.69879319624
1,87,71.00385605491354,67.9612195371032,0.04414743689078943,179.7442296971645,140.39504106994693,6,-2.0136293402224105e-16,64.85483355332897,149220.70305428247
1,88,58.56668258514527,66.03044714736777,0.022363961096261355,-260.06351493963456,-201.45190112028862,6,-2.0136293402224105e-16,62.92895230018853,151825.024096956
1,89,71.63875383544034,64.72871167452153,0.04933993771104933,188.87503148301062,149.55721125927556,3,0.0012011296370831386,61.71892253062718,149494.63718095914
1,90,52.86382227284969,62.85587583839822,0.02641356750133921,-396.8555595731941,-100.70666799500236,15,0.0,59.90462664652464,152258.97062586606
1,91,51.512198583007795,61.382078798795234,0.03776960844945964,-416.4356924911387,-312.3184563069659,9,4.238188577196114e-16,57.438293695639615,151085.65079200183
1,92,59.1451172002207,60.1800895844121,0.08116991997316661,98.56109345526133,157.98378407037114,12,0.25276830847715187,56.49093866398333,147277.0927251717
1,93,59.100212225248434,59.01520055445384,0.0567898729786391,170.39498606720306,213.68176798856518,8,-1.8834421600651623e-16,54.91018051718868,149821.62440832818
1,94,62.35582235851249,58.21558625873446,0.021982768787905074,144.51408568400728,104.47406736345795,4,-2.0136293402224105e-16,51.74150581067115,153133.52454942837
1,95,49.59672065093662,56.73157166177244,0.007712216589751031,60.451495368917335,60.451495368917335,0,0.15532696831128284,0.0,154710.48787357923
6,0,19.74363427941899,21.17734312481221,0.5,-502.7955814828551,-147.371663151227,15,-2.0837366971829903e-16,25.38000023569498,0.0
6,1,18.543543202168582,20.811537720651817,0.5205165899722326,-502.7955814828551,-129.2679446839819,15,-1.8903373117356155e-16,26.03754192672339,-714.1355507841835
6,2,24.74723324853689,20.623914997584645,0.5397629855373828,-265.2520531263503,-237.71005376540643,3,1.837066076868968e-16,26.534591776299397,-1228.6575668757398
6,3,21.827554176248363,21.009930700787766,0.5786642994058727,-419.97994645734485,-190.2630501354805,11,-1.4806319834757306e-16,27.37570134964988,-2602.522548883031
6,4,28.428691975249933,21.416729279821247,0.608139852931677,44.71546512611219,32.25793119303832,6,0.14999999999999997,28.683381632780833,-3375.979282691148
6,5,23.236380356237593,21.963486159436023,0.6018425667474665,-493.32686393019713,-48.229815297541286,18,-2.0837366971829903e-16,30.08394360480121,-2965.1503023679743
6,6,23.208180737667405,22.7477500774231,0.6051013966304344,-502.7955814828551,-194.35758966709776,17,0.0,30.652893992000163,-3152.260163075147
6,7,31.690728477222166,23.378609950447633,0.6316995395819396,-284.7967550036993,-161.50767328077373,9,-4.1674733943659806e-16,31.821774772476477,-4211.261727595357
6,8,22.25701842964619,24.28461577471914,0.6542988285373113,-502.7955814828551,-67.0547044773169,17,0.0,33.12572092161638,-3671.8582235099157
6,9,27.49806288961482,25.538240047059965,0.6651788403963723,-440.8350380294505,-198.208873825669,10,0.0,33.86969692051259,-3947.2006569056452
6,10,30.030386896797996,27.292517454109024,0.6918092185101969,-415.559120173532,-53.84723663691666,17,-2.062789302295018e-16,35.19291010265785,-4969.834838209127
6,11,29.248750632285983,28.55153405653727,0.6965045144693016,-392.9187103395382,-179.6650040738516,9,0.0,36.16458015843673,-5093.573739756509
6,12,29.016769505994823,30.149397802560394,0.7225819941892269,-472.2953466579664,-101.41977380190465,14,-4.1674733943659806e-16,37.36054586560736,-5909.996228806003
6,13,26.809099329736313,30.653179959002255,0.7365796658605944,-497.33364899560087,-250.90300939749176,16,-2.062789302295018e-16,37.875927181431344,-6484.394061007542
6,14,26.30411126012468,32.14257347980517,0.7700608275772558,-502.7955814828551,-57.61399164086404,19,-1.837066076868968e-16,39.25272543693514,-8082.104684005256
6,15,32.37402847586488,33.53092201333333,0.77359622722623,-427.48898950819165,-239.0989630120854,11,0.0,40.021218769617725,-8376.68892545267
6,16,35.118780006359714,34.828562715724374,0.8118227338236863,-373.8284983772129,-17.927294912483056,17,0.0,41.5624131387858,-10198.469937360405
6,17,44.34133393017381,36.35974874461106,0.8129841039465973,44.0954183289178,91.49953070694887,6,-1.9114317230191915e-16,43.424955741429734,-10203.494018867435
6,18,36.64740580937945,37.73066711821017,0.7976960870760168,-428.63084448461996,-222.98777554623337,8,0.0,43.94022232361809,-9012.090395500156
6,19,45.5469298145301,39.219669148553585,0.8329095438981071,-92.95425152982067,14.5621297563505,8,0.0,45.4752017648763,-10531.33900330515
6,20,41.12447827874058,40.46380576881338,0.828916390457849,-361.5622077092826,-74.11659909328586,16,0.0,46.8391919239839,-9994.559275493617
6,21,47.20661873352824,42.102427153992735,0.8374705577628474,-259.9170604402948,-76.58501762489446,13,0.0,48.08543451811639,-10590.356015517422
6,22,43.65961827507691,43.64308068397775,0.8452225219523772,-360.02759747332135,-183.19342549623832,9,0.0,48.81633991660364,-10703.066361147501
